ESTADO,CIDADE,NUM_IDOSO
RJ,RIO DE JANEIRO,67326
SP,SÃO PAULO,66086
CE,FORTALEZA,19302
RS,PORTO ALEGRE,12312
MG,BELO HORIZONTE,10673
PE,RECIFE,9670
AM,MANAUS,9576
RJ,SÃO GONÇALO,9098
PA,BELÉM,8528
GO,GOIÂNIA,8480
SP,CAMPINAS,8174
BA,SALVADOR,7599
SP,GUARULHOS,5182
MA,SÃO LUÍS,5120
RJ,SÃO JOÃO DE MERITI,4906
RJ,CAMPOS DOS GOYTACAZES,4898
MG,JUIZ DE FORA,4682
PR,CURITIBA,4522
SP,RIBEIRÃO PRETO,4432
PI,TERESINA,4402
PB,JOÃO PESSOA,4368
AL,MACEIÓ,4116
SP,SOROCABA,4016
RJ,DUQUE DE CAXIAS,4012
RJ,NOVA IGUAÇU,3776
SC,JOINVILLE,3510
BA,FEIRA DE SANTANA,3410
SP,BAURU,3408
MT,CUIABÁ,3258
SP,SANTO ANDRÉ,3222
RO,PORTO VELHO,3218
SP,PIRACICABA,3166
MG,GOVERNADOR VALADARES,3156
MG,CONTAGEM,3146
ES,SERRA,3110
SP,SÃO BERNARDO DO CAMPO,3106
SP,MOGI DAS CRUZES,3070
SP,OSASCO,2942
RJ,PETRÓPOLIS,2862
SP,DIADEMA,2792
SE,ARACAJU,2768
SP,MAUÁ,2754
MG,UBERABA,2730
RS,PELOTAS,2714
GO,ANÁPOLIS,2692
RS,CAXIAS DO SUL,2670
MS,CAMPO GRANDE,2613
ES,VILA VELHA,2442
RN,NATAL,2424
SP,SÃO VICENTE,2408
PE,JABOATÃO DOS GUARARAPES,2403
SP,TAUBATÉ,2380
PR,PONTA GROSSA,2354
PA,SANTARÉM,2346
RS,SANTA MARIA,2342
MG,UBERLÂNDIA,2302
SP,PRAIA GRANDE,2270
ES,CARIACICA,2248
PE,PAULISTA,2224
CE,CAUCAIA,2190
RJ,BELFORD ROXO,2146
BA,VITÓRIA DA CONQUISTA,2130
SP,FRANCA,2126
SP,LIMEIRA,2102
SP,SÃO JOSÉ DOS CAMPOS,2060
SP,TABOÃO DA SERRA,1948
RJ,NITERÓI,1931
ES,VITÓRIA,1910
RS,CANOAS,1894
AC,RIO BRANCO,1870
AP,MACAPÁ,1780
SP,SÃO JOSÉ DO RIO PRETO,1751
SP,SANTOS,1732
PR,LONDRINA,1723
RR,BOA VISTA,1682
MG,MONTES CLAROS,1578
SC,BLUMENAU,1560
MG,IPATINGA,1413
SP,JUNDIAÍ,1393
PB,CAMPINA GRANDE,1391
MG,SETE LAGOAS,1383
PR,MARINGÁ,1356
RJ,NOVA FRIBURGO,1335
SC,FLORIANÓPOLIS,1288
SC,LAGES,1274
RJ,TERESÓPOLIS,1265
RJ,MESQUITA,1212
RJ,MAGÉ,1186
PE,OLINDA,1180
RJ,VOLTA REDONDA,1172
RJ,CABO FRIO,1170
RJ,ITABORAÍ,1155
SC,CRICIÚMA,1149
SP,PRESIDENTE PRUDENTE,1145
BA,ITABUNA,1142
GO,APARECIDA DE GOIÂNIA,1128
RJ,MACAÉ,1125
RJ,BARRA MANSA,1107
SP,GUARUJÁ,1104
RS,RIO GRANDE,1096
PE,PETROLINA,1095
RS,NOVO HAMBURGO,1090
SP,SÃO CARLOS,1080
PE,CARUARU,1077
RS,GRAVATAÍ,1076
SP,MARÍLIA,1073
RJ,NILÓPOLIS,1066
RS,SÃO LEOPOLDO,1066
MG,POÇOS DE CALDAS,1061
SP,ARARAQUARA,1054
SP,CARAPICUÍBA,1052
RS,PASSO FUNDO,1043
SP,ARAÇATUBA,1043
SP,JACAREÍ,1040
ES,CACHOEIRO DE ITAPEMIRIM,1037
RS,BAGÉ,1027
SP,BARUERI,1021
SP,RIO CLARO,1019
SP,SUZANO,1019
SP,AMERICANA,1014
RJ,RESENDE,1006
RJ,ANGRA DOS REIS,999
MG,SANTA LUZIA,981
SP,COTIA,956
MS,DOURADOS,936
RJ,TRÊS RIOS,927
SP,SÃO CAETANO DO SUL,920
PA,MARABÁ,918
RN,MOSSORÓ,905
RS,ERECHIM,904
MG,PATOS DE MINAS,898
SP,RIBEIRÃO PIRES,889
MS,TRÊS LAGOAS,887
MG,RIBEIRÃO DAS NEVES,882
SP,BRAGANÇA PAULISTA,881
RS,SANTA CRUZ DO SUL,870
SP,ITAQUAQUECETUBA,869
SP,SUMARÉ,868
SC,CHAPECÓ,861
MG,CARATINGA,861
PA,ANANINDEUA,861
MS,CORUMBÁ,859
MG,DIVINÓPOLIS,858
PR,CASCAVEL,841
MS,PONTA PORÃ,836
BA,ILHÉUS,828
MT,RONDONÓPOLIS,808
CE,JUAZEIRO DO NORTE,804
SC,TUBARÃO,804
PR,GUARAPUAVA,801
MG,BETIM,799
GO,RIO VERDE,796
PR,FOZ DO IGUAÇU,793
SC,SÃO JOSÉ,784
MA,IMPERATRIZ,781
PA,CASTANHAL,778
RS,VIAMÃO,775
BA,JEQUIÉ,750
BA,JUAZEIRO,747
PE,CABO DE SANTO AGOSTINHO,744
SP,EMBU DAS ARTES,741
BA,PAULO AFONSO,740
MT,VÁRZEA GRANDE,739
BA,CAMAÇARI,736
MG,IBIRITÉ,733
PR,SÃO JOSÉ DOS PINHAIS,733
AL,ARAPIRACA,709
RS,ALVORADA,709
PR,COLOMBO,708
PI,FLORIANO,697
BA,BARREIRAS,694
SC,CONCÓRDIA,688
SC,ITAJAÍ,688
BA,PORTO SEGURO,684
RJ,ARARUAMA,678
CE,SOBRAL,666
BA,SANTO ANTÔNIO DE JESUS,664
PE,CAMARAGIBE,659
RJ,MARICÁ,655
RJ,BARRA DO PIRAÍ,654
MG,BARBACENA,649
RO,JI-PARANÁ,648
RJ,VALENÇA,644
CE,MARACANAÚ,642
SC,BALNEÁRIO CAMBORIÚ,641
RS,SANT'ANA DO LIVRAMENTO,638
PB,SANTA RITA,631
MG,POUSO ALEGRE,623
RJ,SAQUAREMA,621
MG,ITUIUTABA,621
MG,ARAGUARI,620
PA,PARAUAPEBAS,618
MG,MURIAÉ,612
PI,CAMPO MAIOR,612
MG,TEÓFILO OTONI,610
RJ,ITAGUAÍ,608
SC,BRUSQUE,606
BA,EUNÁPOLIS,606
RJ,ITAPERUNA,606
PI,PARNAÍBA,599
PE,VITÓRIA DE SANTO ANTÃO,598
ES,GUARAPARI,596
SC,JARAGUÁ DO SUL,592
TO,ARAGUAÍNA,587
SP,ATIBAIA,585
RJ,SÃO PEDRO DA ALDEIA,582
RS,CACHOEIRA DO SUL,582
RS,URUGUAIANA,580
SP,ITANHAÉM,575
ES,LINHARES,575
MG,CATAGUASES,564
SP,BARRETOS,563
MG,PASSOS,559
MG,VARGINHA,558
SP,INDAIATUBA,555
RS,ALEGRETE,550
MG,ALFENAS,550
SP,PINDAMONHANGABA,549
MG,VIÇOSA,549
SP,CARAGUATATUBA,548
MG,OURO PRETO,548
MG,TRÊS CORAÇÕES,546
BA,LAURO DE FREITAS,543
SP,SÃO ROQUE,543
SP,GUARATINGUETÁ,542
SP,UBATUBA,541
SP,PERUÍBE,541
MG,SABARÁ,540
SP,SANTA BÁRBARA D'OESTE,535
SP,LINS,535
SP,LORENA,535
RJ,CACHOEIRAS DE MACACU,533
SP,ITU,533
MG,NOVA LIMA,532
SP,ITAPETININGA,532
SP,POÁ,528
MG,ITAÚNA,527
RJ,SEROPÉDICA,526
SP,ARARAS,526
SP,ITAPEVI,525
SP,TATUÍ,525
RJ,RIO BONITO,525
MG,CORONEL FABRICIANO,524
RS,CRUZ ALTA,524
RS,SÃO BORJA,524
RJ,GUAPIMIRIM,524
RS,ROSÁRIO DO SUL,523
SP,JAÚ,523
SP,CRUZEIRO,522
MG,LAVRAS,522
SP,VALINHOS,521
SP,AVARÉ,521
MG,ITAJUBÁ,520
MG,SÃO LOURENÇO,519
SP,TUPÃ,519
SP,CAÇAPAVA,518
SP,CUBATÃO,518
RJ,SANTO ANTÔNIO DE PÁDUA,518
ES,COLATINA,518
SP,SÃO JOÃO DA BOA VISTA,516
RS,CARAZINHO,516
RS,SANTO ÂNGELO,515
SP,ASSIS,515
BA,TEIXEIRA DE FREITAS,513
MG,ALÉM PARAÍBA,512
RS,SAPUCAIA DO SUL,512
SP,SÃO SEBASTIÃO,511
MG,LAGOA SANTA,510
MG,UBÁ,510
MG,PEDRO LEOPOLDO,509
ES,SÃO MATEUS,509
SP,MOGI MIRIM,507
SP,OURINHOS,506
RS,CACHOEIRINHA,505
RS,SÃO GABRIEL,505
RS,BENTO GONÇALVES,505
RJ,PARAÍBA DO SUL,504
RS,GUAÍBA,504
MG,ARAXÁ,503
RS,ESTEIO,503
SP,MOGI GUAÇU,503
MG,CONSELHEIRO LAFAIETE,503
SP,AMPARO,503
SP,PENÁPOLIS,503
RS,DOM PEDRITO,501
SP,FRANCO DA ROCHA,501
SP,PIRASSUNUNGA,500
SP,ITAPECERICA DA SERRA,499
SP,CAMPOS DO JORDÃO,498
RS,IJUÍ,497
MG,MARIANA,496
MG,FRUTAL,494
SP,FERRAZ DE VASCONCELOS,493
PR,FRANCISCO BELTRÃO,492
MG,ITABIRA,492
MG,PATROCÍNIO,492
SP,SALTO,491
RJ,VASSOURAS,491
SP,VOTUPORANGA,491
SP,MOCOCA,490
SP,MONGAGUÁ,489
PE,GRAVATÁ,488
SP,ITATIBA,487
RJ,MIGUEL PEREIRA,485
RJ,JAPERI,485
MG,DIAMANTINA,483
SP,JABOTICABAL,482
MG,TIMÓTEO,482
MG,SÃO SEBASTIÃO DO PARAÍSO,480
SP,BEBEDOURO,478
RS,MONTENEGRO,478
MG,LEOPOLDINA,477
ES,ARACRUZ,477
SP,ESPÍRITO SANTO DO PINHAL,476
MT,BARRA DO GARÇAS,476
MG,CAMPO BELO,476
PE,ABREU E LIMA,475
PR,PATO BRANCO,475
MG,NANUQUE,475
RS,TRAMANDAÍ,474
SP,ITAPIRA,474
SP,MIRASSOL,474
SP,BIRIGUI,474
SP,SERTÃOZINHO,473
SP,BATATAIS,473
SP,EMBU-GUAÇU,472
RJ,SÃO FRANCISCO DE ITABAPOANA,472
MG,FORMIGA,472
SP,HORTOLÂNDIA,471
SP,FERNANDÓPOLIS,470
SP,CAMPO LIMPO PAULISTA,470
SP,MAIRIPORÃ,469
RS,LAJEADO,468
MG,GUAXUPÉ,468
RS,CAMAQUÃ,466
SP,ITAPEVA,465
RS,SANTIAGO,465
MG,TRÊS PONTAS,465
MG,VESPASIANO,465
MG,SANTA RITA DO SAPUCAÍ,465
MT,CÁCERES,464
MG,OURO FINO,464
GO,JATAÍ,461
RS,SANTA VITÓRIA DO PALMAR,460
SP,OLÍMPIA,460
SP,ANDRADINA,460
RJ,MIRACEMA,459
RS,TAQUARA,459
MG,SANTOS DUMONT,459
MG,JANAÚBA,459
SP,SANTANA DE PARNAÍBA,459
SP,ARUJÁ,458
RJ,SÃO FIDÉLIS,458
SP,SÃO JOSÉ DO RIO PARDO,457
SC,RIO DO SUL,457
SP,PORTO FERREIRA,457
RS,OSÓRIO,457
SP,CAIEIRAS,457
RS,CAPÃO DA CANOA,456
SP,IBITINGA,455
SP,LEME,455
SP,REGISTRO,455
RS,VACARIA,454
SP,PARAGUAÇU PAULISTA,453
MG,PARACATU,453
RS,TORRES,453
MG,JOÃO MONLEVADE,452
PE,PESQUEIRA,452
SP,FRANCISCO MORATO,452
RJ,PATY DO ALFERES,451
SC,SÃO FRANCISCO DO SUL,451
MG,MANHUAÇU,451
SP,GARÇA,451
SP,SÃO JOAQUIM DA BARRA,450
MG,PIRAPORA,450
SP,IBIÚNA,450
RS,RIO PARDO,450
SP,TIETÊ,449
SP,SANTA CRUZ DO RIO PARDO,448
SP,MATÃO,448
SP,SERRA NEGRA,447
MG,JANUÁRIA,447
SP,BERTIOGA,446
SP,TREMEMBÉ,446
ES,MARATAÍZES,445
PR,APUCARANA,445
SP,PRESIDENTE EPITÁCIO,445
MG,SÃO JOÃO DEL REI,445
MG,CAXAMBU,444
RN,PARNAMIRIM,444
MS,AQUIDAUANA,444
MG,UNAÍ,444
RS,SÃO LUIZ GONZAGA,444
RJ,MANGARATIBA,443
RJ,IGUABA GRANDE,443
PE,GARANHUNS,442
SP,SÃO MANUEL,442
SP,BARIRI,441
RS,CAMPO BOM,441
RS,SANTA ROSA,441
SP,PRESIDENTE VENCESLAU,441
SP,CACHOEIRA PAULISTA,440
MG,CURVELO,440
SP,CATANDUVA,439
PE,BELO JARDIM,438
MG,ITABIRITO,438
SC,CAÇADOR,437
RS,SAPIRANGA,437
RJ,CASIMIRO DE ABREU,437
SP,PEDERNEIRAS,437
RJ,PARATY,437
SP,PIEDADE,436
GO,CATALÃO,436
RS,ITAQUI,436
SP,ILHABELA,436
MG,MACHADO,435
SP,TAQUARITINGA,435
RS,CANELA,435
SP,BOTUCATU,435
MG,LAMBARI,434
MG,PONTE NOVA,434
PA,ABAETETUBA,433
SP,CASA BRANCA,433
SP,ITUVERAVA,433
SP,RANCHARIA,432
PA,ALTAMIRA,432
RS,CANGUÇU,431
SP,IGUAPE,431
SP,PORTO FELIZ,431
SP,PAULÍNIA,431
SP,MAIRINQUE,431
TO,PALMAS,431
BA,ITAPETINGA,430
RJ,ARRAIAL DO CABO,430
MG,MATOZINHOS,430
PR,PARANAVAÍ,430
SP,SANTA ISABEL,429
RJ,ITATIAIA,429
MG,VISCONDE DO RIO BRANCO,429
SC,NAVEGANTES,429
MG,ESMERALDAS,429
MG,CARANGOLA,428
BA,ALAGOINHAS,427
SP,ITARARÉ,427
SP,JALES,427
MG,SÃO JOÃO NEPOMUCENO,426
SC,ITAPEMA,426
SP,NOVA ODESSA,425
RS,SANTO ANTÔNIO DA PATRULHA,424
SC,ARARANGUÁ,424
SP,COSMÓPOLIS,424
ES,GUAÇUÍ,423
SP,JANDIRA,423
SP,OSVALDO CRUZ,423
MG,CAETÉ,423
BA,SANTO AMARO,422
PR,PARANAGUÁ,422
RJ,BOM JESUS DO ITABAPOANA,422
SP,SANTA FÉ DO SUL,422
SC,IMBITUBA,421
SP,VINHEDO,421
BA,SIMÕES FILHO,421
RS,SÃO LOURENÇO DO SUL,420
MG,BOA ESPERANÇA,420
SP,SOCORRO,419
CE,CRATO,419
GO,LUZIÂNIA,419
PR,UMUARAMA,419
SP,AGUDOS,419
SP,PIRAJU,418
SP,ITÁPOLIS,418
SC,CANOINHAS,418
SP,LENÇÓIS PAULISTA,417
CE,MARANGUAPE,416
MG,PARÁ DE MINAS,416
SC,LAGUNA,415
RJ,BOM JARDIM,415
SP,JAGUARIÚNA,415
GO,ITUMBIARA,415
RJ,CORDEIRO,414
SP,DRACENA,413
RJ,MENDES,413
SC,BARRA VELHA,413
MG,ALMENARA,413
SC,CURITIBANOS,413
SP,NOVO HORIZONTE,413
SP,BOITUVA,413
MG,SÃO GONÇALO DO SAPUCAÍ,412
MG,ABAETÉ,411
MG,LAGOA DA PRATA,411
BA,VALENÇA,411
RS,FARROUPILHA,411
SP,VARGEM GRANDE PAULISTA,411
SP,ADAMANTINA,411
RN,CAICÓ,410
GO,FORMOSA,409
PA,ITAITUBA,409
BA,BOM JESUS DA LAPA,409
SP,IGARAPAVA,409
ES,BARRA DE SÃO FRANCISCO,409
RS,JAGUARÃO,409
SP,SÃO PEDRO,409
RJ,RIO DAS OSTRAS,408
SP,GUAÍRA,408
PA,VIGIA,408
SP,PROMISSÃO,408
MG,CONGONHAS,408
RJ,PARACAMBI,408
MG,GUANHÃES,408
PE,ARCOVERDE,407
SP,MONTE ALTO,407
BA,MUCURI,407
BA,NOVA VIÇOSA,406
GO,TRINDADE,405
SP,CAPIVARI,405
SP,CAPÃO BONITO,405
RS,ESTRELA,405
PR,TOLEDO,405
MG,BOM DESPACHO,405
PA,TUCURUÍ,404
RJ,CONCEIÇÃO DE MACABU,404
SP,PIRACAIA,404
MG,MATEUS LEME,404
MG,MONTE CARMELO,403
PB,PATOS,402
RS,VENÂNCIO AIRES,402
MT,TANGARÁ DA SERRA,402
SP,VARGEM GRANDE DO SUL,402
RJ,CANTAGALO,402
PR,ARAPONGAS,401
MG,BRUMADINHO,401
PR,CAMPO LARGO,401
PB,CABEDELO,400
TO,GURUPI,400
RJ,PORCIÚNCULA,400
SP,APARECIDA,399
MG,OLIVEIRA,399
RS,GRAMADO,399
SP,ORLÂNDIA,399
MG,MUZAMBINHO,399
MG,IGARAPÉ,399
PR,MARIALVA,398
SC,PORTO UNIÃO,398
SC,PALHOÇA,398
SP,BARRA BONITA,398
MG,ANDRADAS,398
PR,CIANORTE,398
SP,JARDINÓPOLIS,398
GO,MORRINHOS,398
RJ,PINHEIRAL,397
CE,QUIXADÁ,397
PR,ROLÂNDIA,397
MG,PIUMHI,397
SP,CERQUILHO,397
PA,BENEVIDES,397
PE,OURICURI,396
MG,EXTREMA,396
MG,ARCOS,396
MG,BOCAIÚVA,396
SC,XANXERÊ,395
MG,SACRAMENTO,395
RS,CHARQUEADAS,394
GO,INHUMAS,394
GO,VALPARAÍSO DE GOIÁS,394
PR,MEDIANEIRA,394
SP,GUARAREMA,393
MG,TUPACIGUARA,392
MS,PARANAÍBA,392
PR,IVAIPORÃ,392
AM,PARINTINS,392
MG,RIO POMBA,392
SP,CAJURU,392
PA,SANTA ISABEL DO PARÁ,392
CE,QUIXERAMOBIM,391
SP,CAJAMAR,391
PR,CORNÉLIO PROCÓPIO,390
RJ,PIRAÍ,390
SC,SÃO BENTO DO SUL,390
PA,REDENÇÃO,390
SP,PIRAPOZINHO,390
RS,IMBÉ,390
PA,BRAGANÇA,390
ES,ALEGRE,389
SP,TANABI,389
SC,SÃO MIGUEL DO OESTE,389
PR,ASTORGA,389
MA,CAROLINA,389
PR,MATINHOS,389
GO,CALDAS NOVAS,389
PR,CAMPO MOURÃO,388
PE,IGARASSU,388
SC,TIJUCAS,388
GO,MINEIROS,387
SP,ÁGUAS DE LINDÓIA,387
RJ,SILVA JARDIM,387
SP,PIRAJUÍ,387
RJ,TANGUÁ,386
MG,BAMBUÍ,386
SP,PEREIRA BARRETO,386
MG,BICAS,385
SP,MONTE MOR,385
SP,PEDREIRA,385
MA,TIMON,384
SC,GASPAR,384
AP,SANTANA,384
SP,JARINU,384
SC,CAMPOS NOVOS,383
SP,CRAVINHOS,382
SP,ARTUR NOGUEIRA,382
SC,JOAÇABA,382
CE,AQUIRAZ,382
CE,BEBERIBE,382
SP,BROTAS,382
PA,MONTE ALEGRE,381
SP,PALMITAL,381
PR,PINHAIS,381
BA,PRADO,381
RS,FREDERICO WESTPHALEN,381
SP,MIRANDÓPOLIS,381
SP,ILHA SOLTEIRA,380
MG,POMPÉU,380
CE,TAUÁ,380
PE,SERTÂNIA,380
RS,CAÇAPAVA DO SUL,380
BA,IBICARAÍ,380
PR,CAMBÉ,380
TO,PORTO NACIONAL,379
BA,BARRA,379
ES,CASTELO,379
PA,CAMETÁ,379
MG,DORES DO INDAIÁ,379
PR,CASTRO,379
MG,CORINTO,379
SP,CÂNDIDO MOTA,379
RJ,RIO CLARO,379
PA,BARCARENA,378
PR,IBIPORÃ,378
RS,ESTÂNCIA VELHA,378
MG,PARAISÓPOLIS,378
MG,CAMPOS GERAIS,378
ES,NOVA VENÉCIA,378
MG,BOM SUCESSO,377
MA,SÃO JOSÉ DE RIBAMAR,377
PA,MARITUBA,377
MG,JEQUITINHONHA,377
RJ,ITAOCARA,377
MG,PARAGUAÇU,377
BA,DIAS D'ÁVILA,376
MG,JOÃO PINHEIRO,376
SP,LARANJAL PAULISTA,376
CE,RUSSAS,376
PB,CAJAZEIRAS,376
CE,CASCAVEL,376
MG,SÃO GOTARDO,376
PA,CAPANEMA,375
SE,ESTÂNCIA,375
CE,IGUATU,375
BA,ITABERABA,375
MG,CAMBUÍ,375
RS,MARAU,374
BA,POÇÕES,374
PR,NOVA ESPERANÇA,374
RJ,QUEIMADOS,374
MG,SANTA BÁRBARA,374
MG,MONTE SANTO DE MINAS,373
SP,SÃO SIMÃO,373
PB,GUARABIRA,373
PE,BOM CONSELHO,372
CE,CANINDÉ,372
BA,SANTA MARIA DA VITÓRIA,372
PR,MARECHAL CÂNDIDO RONDON,372
CE,IPU,372
SE,LAGARTO,372
RS,QUARAÍ,371
MG,MANHUMIRIM,371
MA,CAXIAS,371
SP,BRODOWSKI,371
SC,INDAIAL,371
BA,SÃO SEBASTIÃO DO PASSÉ,371
MS,BELA VISTA,371
SP,JOSÉ BONIFÁCIO,371
SP,RIO GRANDE DA SERRA,370
MG,ELÓI MENDES,370
PR,PITANGA,370
BA,SENHOR DO BONFIM,370
BA,MATA DE SÃO JOÃO,370
CE,CRATEÚS,370
MS,COXIM,369
MG,CARLOS CHAGAS,369
ES,PIÚMA,369
RO,VILHENA,369
MG,CAMBUQUIRA,369
CE,ARACATI,369
RJ,SAPUCAIA,369
SP,NOVA GRANADA,369
MG,ITANHANDU,369
BA,CANDEIAS,368
MS,AMAMBAI,368
SP,ÁLVARES MACHADO,368
PR,IRATI,368
MS,NOVA ANDRADINA,367
RS,ENCANTADO,367
ES,IÚNA,367
SP,SANTA RITA DO PASSA QUATRO,367
RS,PORTÃO,367
PR,JACAREZINHO,367
GO,GOIANÉSIA,367
PA,ÓBIDOS,367
MA,PAÇO DO LUMIAR,366
RS,LAGOA VERMELHA,366
BA,ENTRE RIOS,366
GO,GOIATUBA,365
SE,SÃO CRISTÓVÃO,365
MA,PEDREIRAS,365
RO,ARIQUEMES,365
PE,PAUDALHO,365
GO,PIRACANJUBA,365
PE,GOIANA,365
SP,JUQUITIBA,365
ES,FUNDÃO,365
BA,ALCOBAÇA,365
MG,ITAMBACURI,364
RS,TRIUNFO,364
PI,PICOS,364
PI,PIRIPIRI,364
MG,CARMO DO PARANAÍBA,364
SE,NOSSA SENHORA DO SOCORRO,363
SC,VIDEIRA,363
RJ,NATIVIDADE,363
SP,PITANGUEIRAS,363
RO,GUAJARÁ-MIRIM,363
MS,NAVIRAÍ,363
SP,BOM JESUS DOS PERDÕES,363
AL,PALMEIRA DOS ÍNDIOS,362
MG,ARAÇUAÍ,362
BA,AMARGOSA,362
MG,MONTE ALEGRE DE MINAS,362
BA,ITAMARAJU,362
SP,JUQUIÁ,361
SP,DOIS CÓRREGOS,361
SP,CAFELÂNDIA,361
GO,SENADOR CANEDO,361
BA,GUANAMBI,361
RJ,ARMAÇÃO DOS BÚZIOS,361
MG,CÁSSIA,361
MS,JARDIM,361
MG,BARÃO DE COCAIS,361
RN,CEARÁ-MIRIM,360
MG,CAMANDUCAIA,360
MG,ITURAMA,360
GO,QUIRINÓPOLIS,360
MT,SINOP,360
PB,BAYEUX,360
MG,LUZ,360
SP,PARIQUERA-AÇU,359
MG,CAPELINHA,359
SC,BIGUAÇU,358
PR,ARAUCÁRIA,358
PE,SERRA TALHADA,358
PR,PIRAQUARA,358
BA,SERRINHA,358
GO,GOIÁS,358
SP,ITUPEVA,358
RN,CURRAIS NOVOS,358
BA,RUY BARBOSA,358
SP,PONTAL,358
RO,OURO PRETO DO OESTE,358
MS,CASSILÂNDIA,358
MG,CAMPANHA,358
MG,COROMANDEL,358
SP,SANTA ROSA DE VITERBO,357
SP,DESCALVADO,357
CE,ITAPIPOCA,357
RN,ASSÚ,356
SP,MIRACATU,356
MG,CARMO DO RIO CLARO,356
BA,CONCEIÇÃO DO COITÉ,356
MG,PITANGUI,356
MA,BACABAL,356
MG,SALINAS,356
GO,IPORÁ,356
CE,EUSÉBIO,356
ES,CONCEIÇÃO DA BARRA,356
PE,TIMBAÚBA,355
SE,ITABAIANA,355
RS,PAROBÉ,355
SP,CABREÚVA,355
PB,SOUSA,355
PR,COLORADO,355
RS,TUPANCIRETÃ,355
BA,EUCLIDES DA CUNHA,355
MG,NEPOMUCENO,355
SP,CERQUEIRA CÉSAR,355
PR,PALMAS,355
PR,GOIOERÊ,355
MG,ITAPECERICA,355
PE,BEZERROS,354
MS,APARECIDA DO TABOADO,354
SP,PRESIDENTE BERNARDES,354
MG,OURO BRANCO,354
SP,VOTORANTIM,354
RS,TAQUARI,354
MT,ALTA FLORESTA,353
MT,SORRISO,353
RN,SÃO GONÇALO DO AMARANTE,353
PR,PALOTINA,353
GO,IPAMERI,353
RJ,SÃO JOÃO DA BARRA,353
SP,SÃO MIGUEL ARCANJO,353
MG,PRATA,353
GO,SANTA HELENA DE GOIÁS,353
RJ,CARMO,353
MG,PERDÕES,353
BA,CATU,352
MG,BOTELHOS,352
BA,JACOBINA,352
SP,GUARIBA,352
SC,GAROPABA,352
PA,SOURE,352
BA,NAZARÉ,352
SP,CONCHAS,351
AM,ITACOATIARA,351
SP,PILAR DO SUL,351
SP,MONTE APRAZÍVEL,351
SC,RIO NEGRINHO,351
PR,ANTONINA,350
BA,CANAVIEIRAS,350
SP,SERRANA,350
MG,MANTENA,350
BA,REMANSO,350
SP,PARAIBUNA,350
PA,IGARAPÉ-AÇU,350
SP,APIAÍ,350
MS,LADÁRIO,350
SP,BIRITIBA MIRIM,349
MT,JUÍNA,349
PR,UNIÃO DA VITÓRIA,349
PE,SURUBIM,349
AC,CRUZEIRO DO SUL,349
MG,PEDRA AZUL,349
MG,AIMORÉS,349
RS,ARROIO GRANDE,349
AL,PENEDO,349
BA,IPIAÚ,349
AL,RIO LARGO,348
AL,MARECHAL DEODORO,348
MT,POXORÉU,348
BA,XIQUE-XIQUE,348
PR,BANDEIRANTES,348
PR,DOIS VIZINHOS,347
AM,COARI,347
SP,ARAÇOIABA DA SERRA,347
MG,LIMA DUARTE,347
RS,ENCRUZILHADA DO SUL,347
CE,BARBALHA,347
SP,IBIRÁ,346
SP,VÁRZEA PAULISTA,346
BA,LIVRAMENTO DE NOSSA SENHORA,346
MG,BRAZÓPOLIS,346
SC,TIMBÓ,346
SP,NAZARÉ PAULISTA,346
BA,CRUZ DAS ALMAS,346
SP,COLINA,346
PA,CONCEIÇÃO DO ARAGUAIA,346
SP,IPERÓ,345
PA,SÃO MIGUEL DO GUAMÁ,345
AM,MAUÉS,344
AM,MANACAPURU,344
MG,IBIÁ,344
PR,LARANJEIRAS DO SUL,344
MG,PORTEIRINHA,344
MG,PARAOPEBA,344
RS,SÃO FRANCISCO DE PAULA,344
PR,SANTO ANTÔNIO DA PLATINA,344
MG,SÃO FRANCISCO,343
BA,CAETITÉ,343
PR,ALMIRANTE TAMANDARÉ,343
RS,PALMARES DO SUL,343
MG,BRASÍLIA DE MINAS,343
RO,CACOAL,343
MS,MARACAJU,343
SP,POMPÉIA,343
RS,PANAMBI,342
RJ,QUATIS,342
RJ,CAMBUCI,342
BA,VERA CRUZ,342
MG,BAEPENDI,342
RN,MACAÍBA,342
PR,GUARATUBA,342
MG,CAMPINA VERDE,341
BA,INHAMBUPE,341
PE,LIMOEIRO,341
RS,JÚLIO DE CASTILHOS,341
PA,BREVES,341
MG,CONCEIÇÃO DO MATO DENTRO,341
BA,CACHOEIRA,341
CE,MORADA NOVA,341
RS,GETÚLIO VARGAS,341
RO,JARU,341
SC,ARAQUARI,341
PR,PEABIRU,341
GO,PORANGATU,341
PE,SÃO BENTO DO UNA,341
BA,SANTO ESTEVÃO,341
PA,CURUÇÁ,340
PA,VISEU,340
PR,LAPA,340
PA,SANTO ANTÔNIO DO TAUÁ,340
MG,MONTE SIÃO,340
MG,JUATUBA,340
MA,BALSAS,340
SC,PORTO BELO,340
GO,CRISTALINA,339
PR,MANDAGUAÇU,339
SP,SALESÓPOLIS,339
MS,RIO VERDE DE MATO GROSSO,339
CE,JAGUARIBE,338
PR,SÃO MIGUEL DO IGUAÇU,338
MG,ALVINÓPOLIS,338
MG,PASSA QUATRO,338
MG,CORAÇÃO DE JESUS,338
PA,RONDON DO PARÁ,338
SC,FRAIBURGO,337
SP,SANTA BRANCA,337
ES,ANCHIETA,337
MT,NOVA XAVANTINA,337
