ESTADO,CIDADE,NUM_JOVEM
PR,CENTENÁRIO DO SUL,166
SP,PARDINHO,166
MA,PRESIDENTE SARNEY,166
SP,SANTO ANASTÁCIO,166
BA,OLIVEIRA DOS BREJINHOS,166
MG,MACHACALIS,166
SC,POUSO REDONDO,166
PR,GENERAL CARNEIRO,166
BA,AMÉRICA DOURADA,166
GO,CAMPINORTE,166
PB,CUITÉ DE MAMANGUAPE,166
RS,SANTO AUGUSTO,166
PR,VENTANIA,166
MS,BODOQUENA,166
PR,ITAPEJARA D'OESTE,166
SE,NEÓPOLIS,166
RN,TIBAU,166
MA,GOVERNADOR NEWTON BELLO,166
ES,VILA PAVÃO,166
MA,GRAÇA ARANHA,166
RN,VERA CRUZ,166
MS,JAPORÃ,166
GO,SÃO DOMINGOS,166
ES,ITARANA,166
RS,BARÃO DO TRIUNFO,166
RS,ENCANTADO,166
MG,PADRE PARAÍSO,166
GO,EDÉIA,166
SP,MINEIROS DO TIETÊ,166
BA,UBAITABA,166
SP,PEREIRAS,166
AL,JOAQUIM GOMES,166
MG,IAPU,166
PR,IVAÍ,166
SP,HERCULÂNDIA,166
BA,SANTA LUZIA,166
RJ,COMENDADOR LEVY GASPARIAN,166
PB,PILÕES,166
PR,GUAMIRANGA,166
PE,BUENOS AIRES,166
MG,RAPOSOS,166
MG,ITANHOMI,166
AL,OLHO D'ÁGUA DO CASADO,166
RS,IMBÉ,166
PI,BARRO DURO,166
SP,SÃO JOSÉ DA BELA VISTA,166
ES,DORES DO RIO PRETO,166
BA,UBAÍRA,166
RS,DOM FELICIANO,166
RN,ANGICOS,166
SC,JOAÇABA,166
PR,NOVA SANTA ROSA,166
MA,SATUBINHA,165
AL,CAMPO GRANDE,165
PB,POÇO DANTAS,165
PA,INHANGAPI,165
PB,DIAMANTE,165
SP,BOCAINA,165
MG,ALVINÓPOLIS,165
MA,IGARAPÉ DO MEIO,165
PB,NATUBA,165
GO,MONTES CLAROS DE GOIÁS,165
PR,SÃO PEDRO DO IVAÍ,165
MG,CAMPINA VERDE,165
MG,RESPLENDOR,165
PB,NAZAREZINHO,165
SP,SÃO BENTO DO SAPUCAÍ,165
MA,MARAJÁ DO SENA,165
BA,CENTRAL,165
PR,SÃO JORGE D'OESTE,165
GO,CARMO DO RIO VERDE,165
MT,SANTO ANTÔNIO DO LESTE,165
SE,MALHADOR,165
SE,SALGADO,165
MG,DELFIM MOREIRA,165
MT,NOVA MONTE VERDE,165
SP,GETULINA,165
MA,DUQUE BACELAR,165
PR,BARRACÃO,165
PI,CALDEIRÃO GRANDE DO PIAUÍ,165
CE,SENADOR SÁ,165
SP,ALAMBARI,165
SC,CANELINHA,165
GO,CEZARINA,165
SC,LAURO MÜLLER,165
TO,NOVA OLINDA,165
SC,MASSARANDUBA,165
MG,CACHOEIRA DE MINAS,165
BA,MAIRI,165
MG,COLUNA,165
PR,SANTA ISABEL DO IVAÍ,165
PR,SAUDADE DO IGUAÇU,165
GO,ARAGUAPAZ,165
SC,MONTE CASTELO,165
PE,RIO FORMOSO,165
BA,PIRITIBA,165
RS,SOBRADINHO,165
SC,GARUVA,165
PI,PAQUETÁ,165
MG,CARMO DO RIO CLARO,164
TO,ANANÁS,164
MG,ITACARAMBI,164
ES,JERÔNIMO MONTEIRO,164
SP,SALTO GRANDE,164
GO,BONFINÓPOLIS,164
BA,MORTUGABA,164
ES,ÁGUIA BRANCA,164
RJ,MACUCO,164
BA,IBIRAPITANGA,164
CE,CHORÓ,164
MT,VERA,164
MS,PORTO MURTINHO,164
RS,SÃO MARCOS,164
PI,IPIRANGA DO PIAUÍ,164
SP,UBARANA,164
MG,PATROCÍNIO DO MURIAÉ,164
SP,COSMORAMA,164
SP,TAPIRAÍ,164
SC,IMARUÍ,164
RN,PATU,164
PB,SÃO JOSÉ DA LAGOA TAPADA,164
PI,AGRICOLÂNDIA,164
SP,ESTRELA D'OESTE,164
BA,IRAMAIA,164
BA,ITUBERÁ,164
MA,BURITI,164
RS,XANGRI-LÁ,164
GO,NOVA GLÓRIA,164
MG,CARMO DE MINAS,164
ES,FUNDÃO,164
AL,MESSIAS,164
SC,FAXINAL DOS GUEDES,164
RN,IELMO MARINHO,164
AP,FERREIRA GOMES,164
MT,DENISE,164
MG,CAMPANHA,164
SC,TREZE DE MAIO,164
RJ,TRAJANO DE MORAES,164
TO,ARAGUAÇU,164
AL,BRANQUINHA,164
AM,PAUINI,164
PR,QUATIGUÁ,164
PR,CORONEL DOMINGOS SOARES,164
SE,CRISTINÁPOLIS,164
SP,RAFARD,164
BA,IPUPIARA,164
SE,SANTA LUZIA DO ITANHY,164
MS,NOVO HORIZONTE DO SUL,164
MG,MONTE BELO,164
GO,IACIARA,164
MG,CARLOS CHAGAS,164
SP,DUARTINA,164
GO,VICENTINÓPOLIS,164
MG,BICAS,164
SP,BARRA DO TURVO,164
MG,MARILAC,164
GO,RIALMA,163
TO,WANDERLÂNDIA,163
PB,CATURITÉ,163
BA,SOUTO SOARES,163
MA,LORETO,163
SC,JAGUARUNA,163
PB,SÃO SEBASTIÃO DE LAGOA DE ROÇA,163
PI,PADRE MARCOS,163
SC,IRANI,163
PI,GEMINIANO,163
SC,CORREIA PINTO,163
PR,MARILENA,163
MG,SÃO DOMINGOS DO PRATA,163
BA,JUSSARA,163
MG,RIO ACIMA,163
MA,SÃO DOMINGOS DO AZEITÃO,163
RN,JOSÉ DA PENHA,163
MT,ARENÁPOLIS,163
MA,CONCEIÇÃO DO LAGO-AÇU,163
BA,BOTUPORÃ,163
MG,CONQUISTA,163
PB,IGARACY,163
PB,SOBRADO,163
BA,MALHADA DE PEDRAS,163
BA,IBITIARA,163
AL,MONTEIRÓPOLIS,163
RR,PACARAIMA,163
MG,INDAIABIRA,163
CE,GRANJEIRO,163
MA,BOM LUGAR,163
PR,TURVO,163
GO,OUVIDOR,163
PB,LAGOA DE DENTRO,163
RS,AGUDO,163
SP,RINÓPOLIS,163
SP,COLÔMBIA,163
SP,ARIRANHA,163
BA,SAÚDE,163
SP,MANDURI,163
MS,BATAYPORÃ,163
PI,DOM EXPEDITO LOPES,163
MG,BRASILÂNDIA DE MINAS,163
PB,RIACHÃO DO BACAMARTE,163
RN,RIO DO FOGO,163
MG,BONITO DE MINAS,163
MA,PIRAPEMAS,163
RO,PARECIS,163
AM,NOVO AIRÃO,163
MG,GUIDOVAL,163
MA,PRESIDENTE VARGAS,163
PR,CONTENDA,163
TO,ESPERANTINA,163
SP,CAJOBI,163
RS,TAPES,163
CE,PARAMOTI,163
RS,ROLANTE,163
MG,ARINOS,163
SE,FREI PAULO,163
MS,SETE QUEDAS,163
PR,NOVA CANTU,163
BA,NOVO HORIZONTE,163
SC,LONTRAS,163
PR,VERA CRUZ DO OESTE,163
ES,ICONHA,163
SP,ICÉM,162
RN,ESPÍRITO SANTO,162
SP,EUCLIDES DA CUNHA PAULISTA,162
CE,CHAVAL,162
SP,PAULO DE FARIA,162
MG,TIROS,162
PR,BOA VISTA DA APARECIDA,162
SP,GUARACI,162
MA,ÁGUA DOCE DO MARANHÃO,162
BA,CONCEIÇÃO DA FEIRA,162
MG,LAGOA FORMOSA,162
PE,CHÃ DE ALEGRIA,162
SE,JAPARATUBA,162
CE,ANTONINA DO NORTE,162
SP,IBIRAREMA,162
SP,SÃO SEBASTIÃO DA GRAMA,162
ES,IBIRAÇU,162
GO,SERRANÓPOLIS,162
RS,NÃO-ME-TOQUE,162
ES,MUQUI,162
ES,ITAGUAÇU,162
SC,ITAPIRANGA,162
BA,GOVERNADOR MANGABEIRA,162
PR,IVATÉ,162
MG,NOVO ORIENTE DE MINAS,162
AM,URUCURITUBA,162
SC,MELEIRO,162
PB,CACIMBAS,162
MA,LAGO DO JUNCO,162
PR,ESPIGÃO ALTO DO IGUAÇU,162
PR,ICARAÍMA,162
MG,CONCEIÇÃO DOS OUROS,162
PI,MONSENHOR HIPÓLITO,162
RJ,MIGUEL PEREIRA,162
TO,DIANÓPOLIS,162
GO,CAMPO LIMPO DE GOIÁS,162
AP,ITAUBAL,162
PR,FLORESTÓPOLIS,162
AL,PASSO DE CAMARAGIBE,162
MT,ITAÚBA,162
PI,MASSAPÊ DO PIAUÍ,162
PR,SANTO INÁCIO,162
SP,CLEMENTINA,162
MT,NOVO MUNDO,162
SC,SÃO JOSÉ DO CERRITO,162
PI,CAMPO GRANDE DO PIAUÍ,162
GO,MAURILÂNDIA,162
SC,PALMITOS,162
GO,BONÓPOLIS,161
PR,TUNAS DO PARANÁ,161
PR,IBEMA,161
PR,MARIÓPOLIS,161
MG,ANTÔNIO DIAS,161
PI,CAPITÃO DE CAMPOS,161
AM,TONANTINS,161
PR,GOIOXIM,161
RN,LUÍS GOMES,161
MG,CANÁPOLIS,161
CE,MIRAÍMA,161
BA,SERROLÂNDIA,161
MS,CAMAPUÃ,161
BA,PRESIDENTE DUTRA,161
MT,NOBRES,161
AL,MARAVILHA,161
MG,NOVA BELÉM,161
MG,ALTO JEQUITIBÁ,161
BA,NOVA FÁTIMA,161
PI,GUADALUPE,161
BA,BOA VISTA DO TUPIM,161
MA,SANTA FILOMENA DO MARANHÃO,161
MG,PRESIDENTE OLEGÁRIO,161
BA,IBIRATAIA,161
RS,SEBERI,161
MG,VIRGINÓPOLIS,161
MS,TACURU,161
MG,SÃO DOMINGOS DAS DORES,161
RS,SALTO DO JACUÍ,161
BA,UIBAÍ,161
RN,POÇO BRANCO,161
MG,RIO PIRACICABA,161
BA,CAEM,161
RS,SANANDUVA,161
PR,SANTA FÉ,161
PE,SOLIDÃO,161
SE,LARANJEIRAS,161
SC,RIO DOS CEDROS,161
PB,NOVA OLINDA,161
PI,ALTO LONGÁ,161
AL,SANTANA DO MUNDAÚ,161
BA,IGAPORÃ,161
MT,RIBEIRÃO CASCALHEIRA,161
MT,SANTO ANTÔNIO DO LEVERGER,161
MG,NOVA ERA,161
RN,MAXARANGUAPE,161
PA,CURUÁ,161
PR,QUERÊNCIA DO NORTE,161
MS,INOCÊNCIA,161
ES,DIVINO DE SÃO LOURENÇO,161
TO,ITACAJÁ,161
SP,SARAPUÍ,160
MG,LUISLÂNDIA,160
SP,BILAC,160
SC,JOSÉ BOITEUX,160
SP,QUELUZ,160
PR,DOUTOR ULYSSES,160
MA,MORROS,160
BA,SÍTIO DO QUINTO,160
PB,DONA INÊS,160
MA,SÃO BENEDITO DO RIO PRETO,160
GO,JOVIÂNIA,160
SC,CORUPÁ,160
PR,BALSA NOVA,160
BA,CAIRU,160
SP,DIVINOLÂNDIA,160
AC,ASSIS BRASIL,160
AM,NHAMUNDÁ,160
RN,MARCELINO VIEIRA,160
SE,RIACHÃO DO DANTAS,160
SP,TARABAI,160
MG,SÃO JOSÉ DO JACURI,160
PR,MALLET,160
MG,TOLEDO,160
MS,TAQUARUSSU,160
RN,JAPI,160
MG,SÃO SEBASTIÃO DO OESTE,160
RR,SÃO LUIZ,160
MG,POÇO FUNDO,160
PR,BOA VENTURA DE SÃO ROQUE,160
SP,ITIRAPINA,160
SC,ALFREDO WAGNER,160
MG,BUENO BRANDÃO,160
RS,SÃO FRANCISCO DE ASSIS,160
PA,PALESTINA DO PARÁ,160
SP,BOFETE,160
SP,URÂNIA,160
RS,ARROIO DO MEIO,160
CE,SANTANA DO CARIRI,160
AL,ROTEIRO,160
SP,SANTO ANTÔNIO DO PINHAL,160
CE,PACUJÁ,160
TO,PEQUIZEIRO,160
GO,SÃO JOÃO D'ALIANÇA,160
MG,REDUTO,160
MG,MATIAS BARBOSA,160
RN,CAMPO GRANDE,160
BA,ARAMARI,159
PR,TOMAZINA,159
PR,BORRAZÓPOLIS,159
MG,CÁSSIA,159
MG,ITAGUARA,159
ES,BOM JESUS DO NORTE,159
BA,MANSIDÃO,159
MG,CAETANÓPOLIS,159
SP,BERNARDINO DE CAMPOS,159
SP,BANANAL,159
MG,TOMBOS,159
PB,CUITEGI,159
CE,APUIARÉS,159
BA,POTIRAGUÁ,159
CE,MULUNGU,159
RJ,APERIBÉ,159
MG,IRAÍ DE MINAS,159
PB,CASSERENGUE,159
MG,PADRE CARVALHO,159
GO,PIRANHAS,159
SE,INDIAROBA,159
MA,MONTES ALTOS,159
BA,BONINAL,159
BA,BREJOLÂNDIA,159
CE,PACOTI,159
PI,COIVARAS,159
MT,CHAPADA DOS GUIMARÃES,159
RN,JANDAÍRA,159
SC,BALNEÁRIO GAIVOTA,159
MG,ITATIAIUÇU,159
SC,LAURENTINO,159
PI,COLÔNIA DO PIAUÍ,159
SE,MOITA BONITA,159
BA,MIRANTE,159
SP,TERRA ROXA,159
SE,MARUIM,159
BA,ARAÇÁS,159
SP,OUROESTE,159
MG,ALTO RIO DOCE,159
MA,ANAJATUBA,159
MG,CORDISBURGO,159
PR,MERCEDES,159
BA,ÁGUA FRIA,159
SC,SIDERÓPOLIS,159
PE,FERREIROS,159
PB,CALDAS BRANDÃO,159
MG,PATIS,159
MG,DIVINO DAS LARANJEIRAS,159
MG,DIVINOLÂNDIA DE MINAS,159
RN,LAGOA SALGADA,159
SP,TRÊS FRONTEIRAS,159
SP,PEDRO DE TOLEDO,159
PI,DIRCEU ARCOVERDE,159
PB,BAÍA DA TRAIÇÃO,159
MA,GOVERNADOR LUIZ ROCHA,159
GO,MARA ROSA,159
MG,JECEABA,159
RS,ARROIO GRANDE,159
SP,DOURADO,159
BA,CANDEAL,158
PI,REGENERAÇÃO,158
SP,PIRATININGA,158
SP,NATIVIDADE DA SERRA,158
MG,URUCÂNIA,158
SP,SUD MENNUCCI,158
MG,ITANHANDU,158
BA,ANDARAÍ,158
PB,PIRPIRITUBA,158
BA,SEBASTIÃO LARANJEIRAS,158
GO,CACHOEIRA ALTA,158
PB,PAULISTA,158
MT,PORTO ESPERIDIÃO,158
MG,PINGO D'ÁGUA,158
SP,CRISTAIS PAULISTA,158
BA,SÃO FÉLIX,158
MG,IGARATINGA,158
GO,BURITI ALEGRE,158
RN,PASSA E FICA,158
MG,SANTANA DOS MONTES,158
PE,VERTENTE DO LÉRIO,158
PR,BRAGANEY,158
PI,MATIAS OLÍMPIO,158
SC,TURVO,158
AL,OURO BRANCO,158
GO,TAQUARAL DE GOIÁS,158
MG,PASSA TEMPO,158
GO,CAVALCANTE,158
MG,ITAVERAVA,158
TO,TAGUATINGA,158
PB,SANTA CECÍLIA,158
PB,SANTANA DOS GARROTES,158
MT,NOSSA SENHORA DO LIVRAMENTO,158
SC,URUBICI,158
GO,PORTEIRÃO,158
BA,JABORANDI,158
PA,BANNACH,158
MG,MONTEZUMA,158
SC,ANITA GARIBALDI,158
GO,BOM JARDIM DE GOIÁS,158
BA,TEOLÂNDIA,158
SP,PAULICÉIA,158
ES,SÃO ROQUE DO CANAÃ,158
SC,QUILOMBO,158
SP,AURIFLAMA,158
BA,JANDAÍRA,158
CE,GUARAMIRANGA,158
AL,CARNEIROS,158
BA,MUQUÉM DO SÃO FRANCISCO,158
TO,CAMPOS LINDOS,158
GO,AMERICANO DO BRASIL,158
AM,NOVO ARIPUANÃ,158
SP,GENERAL SALGADO,158
GO,SANTA BÁRBARA DE GOIÁS,158
PR,SÃO JOÃO DO CAIUÁ,158
SP,LUCÉLIA,158
SP,VARGEM,158
PR,ABATIÁ,158
MT,NOVA CANAÃ DO NORTE,158
RS,CRUZEIRO DO SUL,158
MG,CENTRALINA,158
BA,ITAPÉ,157
MG,SOBRÁLIA,157
PA,BELTERRA,157
MG,PASSA QUATRO,157
MG,MATHIAS LOBATO,157
MA,PRESIDENTE JUSCELINO,157
RN,SÃO MIGUEL DO GOSTOSO,157
SP,ITOBI,157
MA,BERNARDO DO MEARIM,157
PR,BARBOSA FERRAZ,157
MA,MONÇÃO,157
MG,JOAÍMA,157
BA,CALDEIRÃO GRANDE,157
PR,SALTO DO ITARARÉ,157
GO,CABECEIRAS,157
PB,AGUIAR,157
BA,IBICUÍ,157
SP,FLÓRIDA PAULISTA,157
CE,PALMÁCIA,157
SC,TIMBÓ GRANDE,157
MG,SÃO JOÃO DO ORIENTE,157
RN,TANGARÁ,157
ES,MONTANHA,157
SP,PRESIDENTE BERNARDES,157
MG,SANTANA DO JACARÉ,157
MA,SANTO AMARO DO MARANHÃO,157
BA,AURELINO LEAL,157
MG,SANTA CRUZ DO ESCALVADO,157
SC,CAMPO ALEGRE,157
MG,CANAÃ,157
PI,FARTURA DO PIAUÍ,157
BA,VÁRZEA DO POÇO,157
CE,SÃO JOÃO DO JAGUARIBE,157
PI,CRISTALÂNDIA DO PIAUÍ,157
PE,MOREILÂNDIA,157
SC,BENEDITO NOVO,157
SP,PALESTINA,157
PB,CATINGUEIRA,157
BA,ANTÔNIO CARDOSO,157
PB,SERRA REDONDA,157
PR,PEROBAL,157
MA,SANTANA DO MARANHÃO,157
AP,VITÓRIA DO JARI,157
BA,CORONEL JOÃO SÁ,157
PI,BOCAINA,157
PB,PEDRO RÉGIS,157
TO,ARAPOEMA,157
MA,BACURI,157
RN,SERRA CAIADA,157
MG,FRONTEIRA DOS VALES,157
PI,CRISTINO CASTRO,157
SC,NOVA VENEZA,157
MG,RODEIRO,157
BA,JITAÚNA,157
MA,ICATU,157
MG,SANTANA DE PIRAPAMA,157
MT,TABAPORÃ,157
BA,IBIRAPUÃ,157
MG,AÇUCENA,157
BA,SÍTIO DO MATO,156
SP,NARANDIBA,156
MA,TASSO FRAGOSO,156
RN,BOA SAÚDE,156
SP,BARBOSA,156
BA,SALINAS DA MARGARIDA,156
AM,ITAPIRANGA,156
PI,SANTO ANTÔNIO DE LISBOA,156
MG,FREI INOCÊNCIO,156
MG,ITAPEVA,156
MG,ANGELÂNDIA,156
MG,PERDIGÃO,156
CE,ARATUBA,156
RS,MOSTARDAS,156
BA,ARATUÍPE,156
SP,IARAS,156
SC,SÃO CARLOS,156
RR,AMAJARI,156
SP,IRAPUÃ,156
MG,PIRACEMA,156
MA,CAJARI,156
MG,SENADOR FIRMINO,156
BA,ITAGUAÇU DA BAHIA,156
RS,SÃO PEDRO DO SUL,156
SP,MOMBUCA,156
RR,IRACEMA,156
SP,ANHEMBI,156
TO,SANTA FÉ DO ARAGUAIA,156
SP,BÁLSAMO,156
MT,GUIRATINGA,156
RO,CABIXI,156
PR,PÉROLA,156
RN,CERRO CORÁ,156
PI,SUSSUAPARA,156
PI,VÁRZEA GRANDE,156
MG,ENTRE RIOS DE MINAS,156
SP,TUPI PAULISTA,156
GO,SANTA FÉ DE GOIÁS,156
PR,PÉROLA D'OESTE,156
RS,SÃO VICENTE DO SUL,156
MG,LIMA DUARTE,156
BA,TAPEROÁ,156
MT,VILA BELA DA SANTÍSSIMA TRINDADE,156
SC,TREZE TÍLIAS,156
MA,AMAPÁ DO MARANHÃO,155
PR,SANTANA DO ITARARÉ,155
MT,MARCELÂNDIA,155
PR,SÃO JOSÉ DA BOA VISTA,155
RS,PIRATINI,155
PI,CASTELO DO PIAUÍ,155
MG,GUIRICEMA,155
MG,SÃO FRANCISCO DE SALES,155
SP,NEVES PAULISTA,155
BA,PRESIDENTE JÂNIO QUADROS,155
PI,LAGOA ALEGRE,155
MA,ALCÂNTARA,155
SP,PIRANGI,155
SP,ECHAPORÃ,155
PB,CAMALAÚ,155
PR,NOVA TEBAS,155
MG,PLANURA,155
BA,PALMEIRAS,155
BA,MASCOTE,155
MG,MATO VERDE,155
MG,ATALÉIA,155
PR,NOVA ESPERANÇA DO SUDOESTE,155
GO,ARUANÃ,155
MG,SETUBINHA,155
RO,ITAPUÃ DO OESTE,155
RS,TERRA DE AREIA,155
TO,COUTO MAGALHÃES,155
AL,JEQUIÁ DA PRAIA,155
PE,POÇÃO,155
MT,GAÚCHA DO NORTE,155
MS,SANTA RITA DO PARDO,155
SP,QUADRA,155
RS,NONOAI,155
GO,CAMPOS VERDES,155
SC,SANGÃO,155
CE,IPAPORANGA,155
MG,PARAISÓPOLIS,155
BA,SERRA PRETA,155
CE,ABAIARA,155
TO,BURITI DO TOCANTINS,155
PR,ROSÁRIO DO IVAÍ,155
GO,HEITORAÍ,155
RN,DOUTOR SEVERIANO,155
RN,TAIPU,155
RN,SERRINHA,155
BA,MACURURÉ,155
PI,BENEDITINOS,155
RS,CIDREIRA,155
RN,CAMPO REDONDO,155
TO,PIUM,155
MT,CAMPOS DE JÚLIO,155
BA,SÃO MIGUEL DAS MATAS,155
MT,BOM JESUS DO ARAGUAIA,155
PI,MILTON BRANDÃO,155
PR,TUPÃSSI,155
PR,DIAMANTE DO NORTE,155
MG,VAZANTE,155
PR,FLORESTA,155
RS,ARVOREZINHA,155
ES,BOA ESPERANÇA,155
MG,BELO VALE,155
MG,ICARAÍ DE MINAS,155
MA,FEIRA NOVA DO MARANHÃO,154
PA,COLARES,154
SP,SILVEIRAS,154
RN,UMARIZAL,154
RN,JAÇANÃ,154
PI,VERA MENDES,154
BA,ABAÍRA,154
BA,ANTAS,154
SP,SANTO ANTÔNIO DA ALEGRIA,154
BA,RIBEIRÃO DO LARGO,154
PE,QUIXABA,154
MG,ÁGUAS VERMELHAS,154
PB,SÃO MIGUEL DE TAIPU,154
CE,ALCÂNTARAS,154
SP,TABAPUÃ,154
RN,PARELHAS,154
RS,ARROIO DOS RATOS,154
BA,BARRO PRETO,154
SC,GRÃO-PARÁ,154
MG,CAMBUQUIRA,154
MG,MATIAS CARDOSO,154
SC,GUARACIABA,154
RJ,PINHEIRAL,154
MS,CORGUINHO,154
MG,OURO VERDE DE MINAS,154
RN,VENHA-VER,154
PI,BOA HORA,154
SP,PACAEMBU,154
AM,CAAPIRANGA,154
GO,ITAUÇU,154
MG,SARDOÁ,154
TO,TOCANTÍNIA,154
BA,CAATIBA,154
SC,ITÁ,154
SC,SÃO LUDGERO,154
MG,PONTO DOS VOLANTES,154
PR,VERÊ,154
PB,BARRA DE SANTANA,154
AL,JAPARATINGA,154
PR,NOVA FÁTIMA,154
PB,SÃO JOSÉ DE ESPINHARAS,154
BA,MADRE DE DEUS,154
MG,TUMIRITINGA,154
PI,SIMPLÍCIO MENDES,154
MG,CAPINÓPOLIS,154
MA,RIBAMAR FIQUENE,154
PI,CURIMATÁ,154
GO,SANTO ANTÔNIO DE GOIÁS,154
MG,PEDRALVA,154
MG,BOM REPOUSO,154
MT,PONTAL DO ARAGUAIA,154
GO,PALESTINA DE GOIÁS,154
CE,PALHANO,154
BA,PIRAÍ DO NORTE,154
PR,PRESIDENTE CASTELO BRANCO,154
RS,HORIZONTINA,154
MG,CONGONHAL,154
RS,BALNEÁRIO PINHAL,154
PI,BRASILEIRA,154
SC,IRINEÓPOLIS,154
PB,SANTA INÊS,154
CE,ALTANEIRA,153
MG,PEDRA AZUL,153
MG,VARJÃO DE MINAS,153
RS,CANDIOTA,153
MS,ANAURILÂNDIA,153
BA,JUSSIAPE,153
BA,ITIRUÇU,153
GO,PETROLINA DE GOIÁS,153
PB,BORBOREMA,153
AL,TANQUE D'ARCA,153
MG,FERROS,153
PR,PINHALÃO,153
MG,FRUTA DE LEITE,153
SE,NOSSA SENHORA APARECIDA,153
PI,PAVUSSU,153
ES,ALTO RIO NOVO,153
PB,PEDRA LAVRADA,153
RS,BOM RETIRO DO SUL,153
TO,PEIXE,153
PR,URAÍ,153
MG,JACUÍ,153
PA,TERRA ALTA,153
MT,SANTA CARMEM,153
PB,TACIMA,153
MG,BRAZÓPOLIS,153
PR,VITORINO,153
SC,CUNHA PORÃ,153
PE,IBIRAJUBA,153
MT,CURVELÂNDIA,153
SC,GUATAMBÚ,153
ES,PONTO BELO,153
PI,MONSENHOR GIL,153
ES,SÃO DOMINGOS DO NORTE,153
PB,MONTE HOREBE,153
SC,PALMA SOLA,153
BA,GENTIO DO OURO,153
BA,WAGNER,153
PR,JABOTI,153
SP,BOM SUCESSO DE ITARARÉ,153
AL,JACARÉ DOS HOMENS,153
SP,GUAIMBÊ,153
TO,PALMEIRAS DO TOCANTINS,153
PI,SANTANA DO PIAUÍ,153
MA,MATINHA,153
RN,ITAÚ,153
MS,GUIA LOPES DA LAGUNA,153
CE,ERERÉ,153
MG,MAR DE ESPANHA,153
PB,IBIARA,153
BA,FEIRA DA MATA,153
RS,LAGOÃO,153
PB,SÃO JOSÉ DOS RAMOS,153
SP,LINDÓIA,153
RS,REDENTORA,153
MA,NINA RODRIGUES,153
SP,AMÉRICO DE CAMPOS,153
PR,CAMBIRA,153
MT,JURUENA,152
RJ,DUAS BARRAS,152
MG,ARAPORÃ,152
MG,LIMEIRA DO OESTE,152
GO,BRITÂNIA,152
MA,BOA VISTA DO GURUPI,152
MG,TIRADENTES,152
SP,RIBEIRÃO GRANDE,152
AL,BARRA DE SÃO MIGUEL,152
PI,SIGEFREDO PACHECO,152
GO,MUNDO NOVO,152
PR,FOZ DO JORDÃO,152
MG,CRISÓLITA,152
SP,MENDONÇA,152
SC,MARACAJÁ,152
AL,MINADOR DO NEGRÃO,152
MG,CARAÍ,152
PB,MONTADAS,152
MG,NINHEIRA,152
BA,ANGUERA,152
MG,PEDRAS DE MARIA DA CRUZ,152
PB,JUNCO DO SERIDÓ,152
PI,SANTA CRUZ DO PIAUÍ,152
PA,NOVA TIMBOTEUA,152
PR,XAMBRÊ,152
PR,SANTA LÚCIA,152
PI,JARDIM DO MULATO,152
BA,BUERAREMA,152
SP,RIBEIRÃO CORRENTE,152
SP,TORRINHA,152
AM,SANTA ISABEL DO RIO NEGRO,152
PI,SÃO JOÃO DA CANABRAVA,152
MG,ITINGA,152
AL,IBATEGUARA,152
PB,MATINHAS,152
PR,FÊNIX,152
MG,SÃO SEBASTIÃO DO MARANHÃO,152
BA,ADUSTINA,152
SE,SANTO AMARO DAS BROTAS,152
GO,NOVA VENEZA,152
BA,CAPELA DO ALTO ALEGRE,152
BA,NILO PEÇANHA,152
MA,SERRANO DO MARANHÃO,152
SE,CAMPO DO BRITO,152
RS,CRISTAL,152
RN,LAGOA DE PEDRAS,152
MS,CARACOL,152
MA,LAJEADO NOVO,152
BA,UBATÃ,152
SC,SAUDADES,152
PB,APARECIDA,152
PR,MARIPÁ,152
SP,MONTE ALEGRE DO SUL,152
TO,PEDRO AFONSO,152
PB,RIACHÃO DO POÇO,152
SC,RIO DAS ANTAS,152
PI,CAMPINAS DO PIAUÍ,152
BA,ITAPEBI,152
SC,AURORA,151
AM,SILVES,151
TO,ARRAIAS,151
SP,IEPÊ,151
SC,VIDAL RAMOS,151
MG,FREI LAGONEGRO,151
BA,CABACEIRAS DO PARAGUAÇU,151
PB,DESTERRO,151
SP,ORINDIÚVA,151
GO,CAMPO ALEGRE DE GOIÁS,151
MA,SÃO JOSÉ DOS BASÍLIOS,151
MG,CARNEIRINHO,151
RN,CARNAUBAIS,151
MS,PARAÍSO DAS ÁGUAS,151
BA,NOVO TRIUNFO,151
BA,ANDORINHA,151
MA,SÃO ROBERTO,151
SP,JACI,151
PB,BARRA DE SÃO MIGUEL,151
AL,SÃO MIGUEL DOS MILAGRES,151
TO,PAU D'ARCO,151
GO,ITARUMÃ,151
PI,JUREMA,151
SC,CALMON,151
RN,ANTÔNIO MARTINS,151
MS,PEDRO GOMES,151
RS,ROCA SALES,151
SC,BELA VISTA DO TOLDO,151
SC,IPUAÇU,151
RS,SANTO ANTÔNIO DAS MISSÕES,151
PB,CUBATI,151
PR,FORMOSA DO OESTE,151
RS,BOM JESUS,151
MG,BALDIM,151
TO,SÃO BENTO DO TOCANTINS,151
RN,RIACHUELO,151
PB,BELÉM DO BREJO DO CRUZ,151
MG,ITAMOGI,151
PI,ISAÍAS COELHO,151
SC,SANTO AMARO DA IMPERATRIZ,151
BA,TERRA NOVA,151
RS,CORONEL BICACO,151
MA,PRESIDENTE MÉDICI,151
GO,PALMINÓPOLIS,151
RS,ARARICÁ,151
SC,AGRONÔMICA,151
