ESTADO,CIDADE,NUM_JOVEM
SC,SÃO BONIFÁCIO,113
MG,ARACITABA,113
TO,CHAPADA DA NATIVIDADE,113
SP,SANTA SALETE,113
MG,SANTA MARIA DO SALTO,113
TO,NOVO JARDIM,113
SP,PEDRINHAS PAULISTA,113
GO,MOIPORÁ,113
TO,MATEIROS,113
RN,PILÕES,113
RS,MONTE ALEGRE DOS CAMPOS,113
SE,SÃO FRANCISCO,113
RS,EREBANGO,113
MG,FRANCISCO BADARÓ,113
RS,MORRINHOS DO SUL,113
SC,MACIEIRA,113
MG,JESUÂNIA,113
RS,GRAMADO DOS LOUREIROS,113
SP,DOLCINÓPOLIS,113
SC,PERITIBA,113
PR,IGUATU,112
SC,BOM JESUS DO OESTE,112
MG,JAPARAÍBA,112
MG,VEREDINHA,112
PR,SANTA INÊS,112
RS,VITÓRIA DAS MISSÕES,112
MG,QUELUZITO,112
SP,SANTA RITA D'OESTE,112
SP,SAGRES,112
RS,PUTINGA,112
MG,SEM PEIXE,112
MG,VARGEM BONITA,112
RS,NOVO MACHADO,112
RS,JARI,112
RS,TAQUARUÇU DO SUL,112
SP,SÃO JOÃO DAS DUAS PONTES,112
GO,DIORAMA,112
TO,SÃO FÉLIX DO TOCANTINS,112
RN,SÃO FERNANDO,112
RS,CRISTAL DO SUL,112
SP,SÃO JOÃO DE IRACEMA,111
MG,ALAGOA,111
MG,DOM SILVÉRIO,111
SP,MESÓPOLIS,111
RS,NOVA ALVORADA,111
SP,EMILIANÓPOLIS,111
MG,ANTÔNIO PRADO DE MINAS,111
RS,SEDE NOVA,111
SC,OURO VERDE,111
SC,SÃO PEDRO DE ALCÂNTARA,111
PR,JARDIM OLINDA,111
MG,SÃO VICENTE DE MINAS,111
SC,JARDINÓPOLIS,111
PB,VÁRZEA,111
RS,CAMARGO,110
MG,SIMÃO PEREIRA,110
MG,CORONEL PACHECO,110
MG,GRUPIARA,110
SP,DIRCE REIS,110
MG,DORESÓPOLIS,110
MG,JAGUARAÇU,110
TO,LAVANDEIRA,110
MG,GOIANÁ,110
RS,ITACURUBI,110
MG,PRESIDENTE JUSCELINO,110
RS,NOVO TIRADENTES,110
RS,SÃO JOSÉ DO HORTÊNCIO,110
MA,BACURITUBA,110
RS,VISTA GAÚCHA,110
MG,SANTANA DO DESERTO,110
TO,PORTO ALEGRE DO TOCANTINS,110
SP,NANTES,110
SC,BARRA BONITA,110
RS,ÁUREA,110
RS,TOROPI,110
MG,RITÁPOLIS,109
MG,OLIVEIRA FORTES,109
SC,URUPEMA,109
SC,FLOR DO SERTÃO,109
TO,TAIPAS DO TOCANTINS,109
RS,PORTO LUCENA,109
RS,PARECI NOVO,109
PR,BARRA DO JACARÉ,109
SP,MIRA ESTRELA,109
RS,SÃO PEDRO DA SERRA,109
MG,GONÇALVES,109
RS,BARRA DO QUARAÍ,109
RS,SÃO VALENTIM,109
RS,NICOLAU VERGUEIRO,109
SP,ÁGUAS DE SÃO PEDRO,109
RS,SEVERIANO DE ALMEIDA,108
SC,SANTA HELENA,108
RS,WESTFALIA,108
RS,ARAMBARÉ,108
MG,BARÃO DE MONTE ALTO,108
MG,AUGUSTO DE LIMA,108
RS,NOVA CANDELÁRIA,108
RS,PINHAL DA SERRA,108
SP,ARAPEÍ,108
MG,ROCHEDO DE MINAS,108
RS,IMIGRANTE,108
RS,DEZESSEIS DE NOVEMBRO,108
SP,INÚBIA PAULISTA,108
MG,PEDRO TEIXEIRA,108
MG,SÃO BRÁS DO SUAÇUÍ,108
RS,ENTRE RIOS DO SUL,108
RS,VISTA ALEGRE,108
MG,CONCEIÇÃO DAS PEDRAS,108
MG,BIAS FORTES,108
MG,TAPIRAÍ,108
SC,IBIAM,108
SP,TRABIJU,108
GO,NOVA AURORA,108
RS,INHACORÁ,108
RS,CAMPINA DAS MISSÕES,108
MG,TOCOS DO MOJI,107
SP,URU,107
RS,VANINI,107
RS,SÃO JOSÉ DAS MISSÕES,107
MT,NOVO SANTO ANTÔNIO,107
RS,COXILHA,107
TO,OLIVEIRA DE FÁTIMA,107
RS,SANTA MARGARIDA DO SUL,107
SP,NOVA GUATAPORANGA,107
RS,ENGENHO VELHO,107
PB,COXIXOLA,107
SP,FERNÃO,107
MG,MINDURI,107
RS,BOZANO,107
RS,SENADOR SALGADO FILHO,107
RS,NOVA ROMA DO SUL,106
RS,MARQUES DE SOUZA,106
MG,ITAMARATI DE MINAS,106
MG,SÃO JOSÉ DO ALEGRE,106
PR,GUAPOREMA,106
SC,SANTA ROSA DE LIMA,106
RS,BENJAMIN CONSTANT DO SUL,106
RS,CAPÃO BONITO DO SUL,106
MG,RIBEIRÃO VERMELHO,106
MG,SENADOR JOSÉ BENTO,106
RN,LUCRÉCIA,106
RS,QUATRO IRMÃOS,106
MG,CACHOEIRA DOURADA,106
MG,IBITURUNA,106
MG,UMBURATIBA,106
RS,CORONEL BARROS,106
SP,SÃO JOÃO DO PAU D'ALHO,106
RS,UNISTALDA,106
RS,PICADA CAFÉ,106
RS,FAXINALZINHO,106
MT,PLANALTO DA SERRA,106
RS,SANTA CECÍLIA DO SUL,105
RS,BARRA FUNDA,105
SC,SÃO MIGUEL DA BOA VISTA,105
MG,SÃO GONÇALO DO RIO PRETO,105
RS,BOA VISTA DO CADEADO,105
TO,SUCUPIRA,105
RS,BOA VISTA DAS MISSÕES,105
MG,SANTO ANTÔNIO DO RIO ABAIXO,105
RS,CAPITÃO,105
RS,DOIS LAJEADOS,104
MG,MEDEIROS,104
SC,LACERDÓPOLIS,104
SP,SANTA CRUZ DA ESPERANÇA,104
MT,SANTO AFONSO,104
SP,NOVA CASTILHO,104
RS,FLORIANO PEIXOTO,104
RS,ROLADOR,104
MG,OLÍMPIO NORONHA,103
MT,INDIAVAÍ,103
RS,CRUZALTENSE,103
MG,CARANAÍBA,103
SC,SANTIAGO DO SUL,103
RS,GENTIL,103
RS,COTIPORÃ,103
RS,DONA FRANCISCA,103
RS,ERNESTINA,103
SP,GUARANI D'OESTE,103
MG,CARMÉSIA,103
SP,MARINÓPOLIS,103
SC,CUNHATAÍ,103
MG,BELMIRO BRAGA,103
TO,PUGMIL,103
SP,NOVA CANAÃ PAULISTA,103
RS,VICTOR GRAEFF,103
MG,SANTANA DE CATAGUASES,102
MG,ARANTINA,102
RN,TIMBAÚBA DOS BATISTAS,102
TO,IPUEIRAS,102
RS,MARATÁ,102
RS,EUGÊNIO DE CASTRO,102
MG,DOURADOQUARA,102
RS,IPIRANGA DO SUL,102
MG,COUTO DE MAGALHÃES DE MINAS,102
RS,PORTO MAUÁ,102
RS,JACUIZINHO,102
MT,SANTA CRUZ DO XINGU,102
RS,DOM PEDRO DE ALCÂNTARA,102
RS,JACUTINGA,102
RN,SANTANA DO SERIDÓ,102
RS,PEDRAS ALTAS,102
RS,COLINAS,102
TO,MONTE SANTO DO TOCANTINS,101
MT,PONTE BRANCA,101
RS,CAMPESTRE DA SERRA,101
SC,LAJEADO GRANDE,101
RS,DOUTOR RICARDO,101
MG,IJACI,101
RS,COQUEIROS DO SUL,100
MG,DOM VIÇOSO,100
MG,ARGIRITA,100
MG,CONSOLAÇÃO,100
MT,RESERVA DO CABAÇAL,100
RS,PRESIDENTE LUCENA,100
MG,SÃO SEBASTIÃO DO RIO PRETO,100
SP,PRACINHA,100
RS,SÃO PEDRO DO BUTIÁ,100
MT,SÃO JOSÉ DO POVO,100
RN,IPUEIRA,100
MG,SÃO SEBASTIÃO DO RIO VERDE,100
RS,PAULO BENTO,100
RS,SANTO ANTÔNIO DO PLANALTO,100
RS,GARRUCHOS,100
MG,FORTALEZA DE MINAS,100
RS,NOVA RAMADA,100
MG,SERRA DA SAUDADE,99
RS,TRAVESSEIRO,99
RS,NOVA BRÉSCIA,99
RS,ITAPUCA,99
SP,CRUZÁLIA,99
RS,FORQUETINHA,99
RS,SANTO EXPEDITO DO SUL,98
SC,PRESIDENTE CASTELLO BRANCO,98
RS,SÃO JOÃO DO POLÊSINE,98
SP,BALBINOS,98
RS,SALDANHA MARINHO,98
RS,MONTE BELO DO SUL,98
MG,SANTA RITA DE IBITIPOCA,98
RS,SÃO VENDELINO,98
PR,MIRASELVA,98
SP,RIBEIRÃO DOS ÍNDIOS,98
RS,FAGUNDES VARELA,97
RS,CENTENÁRIO,97
RS,SALVADOR DAS MISSÕES,97
MG,PIEDADE DO RIO GRANDE,97
TO,CENTENÁRIO,97
RS,VILA LÂNGARO,97
SP,MONÇÕES,97
MT,ARAGUAINHA,96
RS,PINTO BANDEIRA,96
RS,SILVEIRA MARTINS,96
GO,ANHANGÜERA,96
SP,TURIÚBA,96
MG,MONJOLOS,95
RS,MARIANO MORO,95
MG,CEDRO DO ABAETÉ,95
RS,SÃO JOSÉ DO HERVAL,94
SP,TURMALINA,94
MG,OLARIA,94
RS,PONTE PRETA,94
SC,ALTO BELA VISTA,94
RS,POÇO DAS ANTAS,94
RS,NOVA PÁDUA,93
RS,SÃO JOSÉ DO INHACORÁ,93
MG,PASSABÉM,93
RS,PROTÁSIO ALVES,93
RS,SETE DE SETEMBRO,92
RS,ALMIRANTE TAMANDARÉ DO SUL,92
RS,SÉRIO,92
RS,SÃO JOSÉ DO SUL,92
RS,SÃO DOMINGOS DO SUL,92
SP,FLORA RICA,92
RS,SÃO JORGE,91
MG,PAIVA,91
RS,NOVA BOA VISTA,91
RS,ALTO ALEGRE,91
RS,SÃO VALENTIM DO SUL,90
RS,POUSO NOVO,90
RS,TUPANCI DO SUL,90
RS,BOA VISTA DO SUL,90
RS,UBIRETAMA,90
RS,RELVADO,89
SP,SANTANA DA PONTE PENSA,89
RS,IVORÁ,89
RS,VISTA ALEGRE DO PRATA,88
MG,SANTANA DO GARAMBÉU,88
MG,CORONEL XAVIER CHAVES,88
RS,SANTO ANTÔNIO DO PALMA,87
RS,CANUDOS DO VALE,87
RS,LAGOA DOS TRÊS CANTOS,87
RS,PORTO VERA CRUZ,86
RS,NOVO XINGU,86
RS,PIRAPÓ,86
RS,VESPASIANO CORRÊA,85
RS,ANDRÉ DA ROCHA,85
RS,MATO QUEIMADO,83
SP,BORÁ,83
RS,BARRA DO RIO AZUL,83
RS,LINHA NOVA,82
RS,TRÊS ARROIOS,80
RS,SANTA TEREZA,80
RS,COQUEIRO BAIXO,79
RS,CARLOS GOMES,78
RS,MONTAURI,77
RS,CORONEL PILAR,75
RS,GUABIJU,74
RS,UNIÃO DA SERRA,69
